dialogueID,date,from,to,text
129956.tsv,2011-10-26T19:55:00.000Z,ActionParsnip,aaa,"install the package ubottu said."
130000.tsv,2011-04-30T03:10:00.000Z,ActionParsnip,Maxud,"you will need to pull down the deb for the deb, extract the file and copy .so file to /usr/lib32"
130436.tsv,2011-07-14T22:28:00.000Z,ActionParsnip,kwvarga,"is your RAM healthy?"
307.tsv,2012-11-28T23:08:00.000Z,ActionParsnip,nan,"!ppa | DlukZA1"
307.tsv,2012-11-28T23:09:00.000Z,ActionParsnip,DlukZA1,"are they not backward compatible?"
130878.tsv,2010-12-19T07:36:00.000Z,ActionParsnip,forestbear,"jaunty is dead dude"
130878.tsv,2010-12-19T07:37:00.000Z,ActionParsnip,forestbear,"thats cool, I suggest you get at least karmic but preferably Lucid as it'd LTS"
129610.tsv,2008-05-06T15:01:00.000Z,ActionParsnip,kil20,"pleanty"
81162.tsv,2010-11-03T01:34:00.000Z,ActionParsnip,umut,"try in #vim"
23922.tsv,2011-06-02T17:08:00.000Z,ActionParsnip,ronr_,"hat script references a file /etc/rc.d/init.d/functions which does not exist on Ubuntu boxes. Comment out that line.  source: http://wiki.vpslink.com/LAMBDA_Server_on_Ubuntu_6.06"
23922.tsv,2011-06-02T17:08:00.000Z,ActionParsnip,ronr_,"its not needed"
56622.tsv,2009-09-29T18:27:00.000Z,ActionParsnip,fedrawi,"you can gert more ram accessed by 32bit with PAE"
130389.tsv,2012-08-29T01:00:00.000Z,ActionParsnip,mappum,"you can disable it in ccsm"
130389.tsv,2012-08-29T01:00:00.000Z,ActionParsnip,mappum,"sticksomething"
129558.tsv,2012-04-26T05:05:00.000Z,ActionParsnip,kip,"did you get my PM?"
129558.tsv,2012-04-26T05:07:00.000Z,ActionParsnip,kip,"did you get my link?"
129558.tsv,2012-04-26T05:07:00.000Z,ActionParsnip,kip,"bit easier ;)"
128914.tsv,2008-10-09T16:45:00.000Z,ActionParsnip,qwerty121,"id imagine not so well as the kernel and other guff is very optomised for the eeepc"
129288.tsv,2012-11-29T15:39:00.000Z,ActionParsnip,ws,"I doubt the debain guys will support ubuntu"
129288.tsv,2012-11-29T18:41:00.000Z,ActionParsnip,ws,"iwlwifi is open source...."
130054.tsv,2011-07-07T17:35:00.000Z,ActionParsnip,entel,"X should run by default"
130737.tsv,2010-08-20T22:26:00.000Z,ActionParsnip,giri,"there are many around, you could contribute to those"
129503.tsv,2011-10-20T07:54:00.000Z,ActionParsnip,pdq,"its just for the image"
129503.tsv,2011-10-20T07:54:00.000Z,ActionParsnip,pdq,"webupd8 have some pretty decent guides too :)"
128835.tsv,2010-12-18T07:22:00.000Z,ActionParsnip,sbeck_,"you dont have to but it lets us know you are you"
130421.tsv,2008-10-28T13:36:00.000Z,ActionParsnip,JackWinter_,"you need to install video drivers and configure them"
130421.tsv,2008-10-28T13:38:00.000Z,ActionParsnip,JackWinter_,"cant hurt to try"
14008.tsv,2011-07-19T00:55:00.000Z,ActionParsnip,xdanx,"sudo fdisk -l    may show it"
129103.tsv,2008-04-10T15:46:00.000Z,ActionParsnip,GuySoft,"disable the cd as a repository"
128939.tsv,2011-08-15T08:06:00.000Z,ActionParsnip,cyberwave,"so peole don't spam the channel with pastes"
128939.tsv,2011-08-15T08:07:00.000Z,ActionParsnip,cyberwave,"not sure there personally :)"
128965.tsv,2008-08-16T18:57:00.000Z,ActionParsnip,varunn,"thats speculatory"
128965.tsv,2008-09-22T15:02:00.000Z,ActionParsnip,varunn,"any mid range nvidia card"
129572.tsv,2009-11-17T17:03:00.000Z,ActionParsnip,Anorien,"Select Bridged mode in the network settings of the Guest.http://forums.virtualbox.org/viewtopic.php?f=2&t=22316"
130415.tsv,2011-05-03T22:54:00.000Z,ActionParsnip,Ringish,"same in ANY OS, you need to keep backups"
29011.tsv,2010-11-15T12:48:00.000Z,ActionParsnip,sangeeth,"i'd ask in the #linux channel, there is no best"
131373.tsv,2011-02-02T02:11:00.000Z,ActionParsnip,dydt,"not me"
130018.tsv,2008-04-03T16:10:00.000Z,ActionParsnip,fx|RabBit,"http://www.linuxquestions.org/questions/linux-hardware-18/cheap-linux-compatible-webcams-173497/"
55950.tsv,2010-04-13T16:22:00.000Z,ActionParsnip,nan,"drygrain: if you ran the command with cp you typed you would get a /media/destination/source"
55950.tsv,2010-04-13T16:23:00.000Z,ActionParsnip,nan,"Exup: pair from ubuntu"
69837.tsv,2009-08-13T17:05:00.000Z,ActionParsnip,mhall119|work,"possibly but if i say it does and it doesnt i look like a fool ;)"
130968.tsv,2008-11-04T05:09:00.000Z,ActionParsnip,wallabee,"try rm'ing the files manually"
131110.tsv,2012-06-27T20:27:00.000Z,ActionParsnip,mdh,"you can run nautilus afaik, sleeker just to run the app you need."
131110.tsv,2012-06-27T20:28:00.000Z,ActionParsnip,mdh,"also remember to connect also with the -C option to enable compression"
130906.tsv,2011-04-28T20:54:00.000Z,ActionParsnip,other_max,"been fine here since alpha 2"
130906.tsv,2011-04-28T20:55:00.000Z,ActionParsnip,other_max,"try LXDE :)"
128950.tsv,2010-07-30T23:14:00.000Z,ActionParsnip,gops,"log a bug then"
59467.tsv,2011-11-04T03:49:00.000Z,ActionParsnip,awc,"uninstall both the 280 and 285 driver, then install just the 285 driver"
130312.tsv,2012-10-21T02:41:00.000Z,ActionParsnip,crazyns,"it will use a similar mentality, flow / functional thinking etc though"
128977.tsv,2012-07-27T01:07:00.000Z,ActionParsnip,helpubuntu,"does it show if you run:  sudo fdisk -l"
128977.tsv,2012-07-27T01:08:00.000Z,ActionParsnip,helpubuntu,"great, you can now mount the partition on the drive"
129244.tsv,2011-03-28T07:05:00.000Z,ActionParsnip,haveacigaro,"this is ubuntu support only"
130961.tsv,2011-12-02T02:28:00.000Z,ActionParsnip,mgeary,"8.04 is only supported on the server"
130961.tsv,2011-12-02T02:29:00.000Z,ActionParsnip,mgeary,"none of the 8.04 desktop, 8.10, 9.04 and 9.10 are dead and gone"
129104.tsv,2012-01-10T22:52:00.000Z,ActionParsnip,dwi_,"/join #channame"
129390.tsv,2009-01-26T05:12:00.000Z,ActionParsnip,kabukan1,"you'd need to tar them to span the disk sizes and burn the tar files, then untar them"
129390.tsv,2009-01-26T05:18:00.000Z,ActionParsnip,kabukan1,"sure, mount the partition as normal (read only is default without ntfs-3g) and then reinstall the windows"
130442.tsv,2008-09-03T17:24:00.000Z,ActionParsnip,pratik_donda,"try doing the burn, see if it moans"
128940.tsv,2008-09-12T16:53:00.000Z,ActionParsnip,nan,"!fixres | ganu"
128940.tsv,2008-09-18T11:33:00.000Z,ActionParsnip,ganu,"http://ubuntuforums.org/showthread.php?t=755002"
71673.tsv,2011-04-23T04:26:00.000Z,ActionParsnip,comptekki,"it's in the repo"
130376.tsv,2008-09-18T18:05:00.000Z,ActionParsnip,Janos,"dd if =/dev/<partition> ~/image.iso"
129560.tsv,2011-05-20T17:22:00.000Z,ActionParsnip,isianto,"ask away"
129560.tsv,2011-05-20T17:23:00.000Z,ActionParsnip,isianto,"look into apt-mirror"
130691.tsv,2012-02-21T00:37:00.000Z,ActionParsnip,gswallow,"try http://dl.dropbox.com/u/8850924/fixpackage"
95163.tsv,2008-10-14T01:06:00.000Z,ActionParsnip,Arcticfox,"id buy nvidia"
130549.tsv,2011-01-09T16:36:00.000Z,ActionParsnip,ddt_,"there is a grub boot floppy on pendrivelinux which will boot USB device if the bios cannot"
130549.tsv,2011-01-09T16:40:00.000Z,ActionParsnip,ddt_,"np bro"
19641.tsv,2012-10-21T01:56:00.000Z,ActionParsnip,cgtdk,"just found that link too"
19641.tsv,2012-10-21T05:53:00.000Z,ActionParsnip,cgtdk,"it doesn't handle multiarch so well"
130139.tsv,2012-09-03T04:23:00.000Z,ActionParsnip,znudee,"what video chip do you use?"
130139.tsv,2012-09-03T04:24:00.000Z,ActionParsnip,znudee,"add the boot option: nouveau.blacklist=1"
130057.tsv,2009-04-27T03:53:00.000Z,ActionParsnip,austin__,"wine"
130373.tsv,2008-11-13T15:51:00.000Z,ActionParsnip,xyzabc,"gparted in livecd"
131208.tsv,2011-02-28T21:22:00.000Z,ActionParsnip,platius,"try: less /var/log/Xorg.0.log   what errors do you see?"
130240.tsv,2011-02-10T18:38:00.000Z,ActionParsnip,aslam,"with the card in, if you run:  sudo fdisk -l   do you see the partition on the SD card?"
130847.tsv,2010-12-16T03:25:00.000Z,ActionParsnip,mehwork,"they are the same, you can use either"
130847.tsv,2011-06-29T03:12:00.000Z,ActionParsnip,mehwork,"8Gb swap if you need hibernate, otherwise you can get away with none if you want."
130847.tsv,2011-06-29T03:13:00.000Z,ActionParsnip,mehwork,"set about 20Gb for / and the rest for /home is how i'd do it"
129697.tsv,2011-04-24T06:08:00.000Z,ActionParsnip,TerryBook,"in what language?"
129697.tsv,2011-04-24T06:10:00.000Z,ActionParsnip,TerryBook,"then i'd ask in #c++"
34120.tsv,2011-03-10T09:28:00.000Z,ActionParsnip,m3lvin,"it varies unfortunately, some people report no issues, some have nightmares"
100739.tsv,2009-07-29T03:37:00.000Z,ActionParsnip,donnyw,"try #java"
8740.tsv,2012-06-23T15:27:00.000Z,ActionParsnip,sx_usr__,"its a wifi driver only, nothing 'deep' at all"
11310.tsv,2012-04-27T02:17:00.000Z,ActionParsnip,jwrigley,"its less than 1 day old, what did you expect"
131316.tsv,2011-03-13T00:53:00.000Z,ActionParsnip,peturie,"look into openldap"
129544.tsv,2008-12-03T05:09:00.000Z,ActionParsnip,mib_or4wst,"gyache"
130804.tsv,2010-06-23T23:14:00.000Z,ActionParsnip,novabob,"can you use http://pastebin.com to give the output of: dpkg -l | grep flash; dpkg -l | grep swf; dpkg -l | grep gnash"
130015.tsv,2012-11-20T07:58:00.000Z,ActionParsnip,nirvana,"backtrack is offtopic here"
130217.tsv,2009-03-15T21:16:00.000Z,ActionParsnip,nnewbiee,"startx"
129182.tsv,2009-10-13T00:55:00.000Z,ActionParsnip,nodie,"sudo lshw -C network will tell you the exact chip, you can copy the product name and use it in websearches to find how to get it going"
130045.tsv,2012-04-24T20:41:00.000Z,ActionParsnip,jolicloud,"joli is offtopic here"
100401.tsv,2008-08-22T15:05:00.000Z,ActionParsnip,amavis,"define better"
131243.tsv,2010-06-19T22:33:00.000Z,ActionParsnip,speps,"asked in #compiz ?"
130082.tsv,2012-01-13T21:49:00.000Z,ActionParsnip,Lorra,"outputs nothing here"
130082.tsv,2012-07-27T01:21:00.000Z,ActionParsnip,Lorra,"in all the DEs ;)"
130636.tsv,2011-03-24T11:17:00.000Z,ActionParsnip,root____,"please disable that"
130636.tsv,2011-05-31T22:26:00.000Z,ActionParsnip,root____,"running irc clients as root isn't smart"
52716.tsv,2009-11-30T00:45:00.000Z,ActionParsnip,kraitos,"banshee"
130061.tsv,2009-12-30T15:49:00.000Z,ActionParsnip,plustax_,"set a lower display then increase to something higher"
130959.tsv,2009-09-28T15:36:00.000Z,ActionParsnip,NewUser33,"yes the forums are a great source of help"
129251.tsv,2010-05-25T21:59:00.000Z,ActionParsnip,tomys,"connect using a wired connection, the driver will more than likely be offered to you"
130511.tsv,2010-07-25T02:44:00.000Z,ActionParsnip,Gage,"usually theres a shortcut key on laptops"
130511.tsv,2010-07-25T02:44:00.000Z,ActionParsnip,Gage,"or you can rmmod the module which makes it work"
129421.tsv,2011-03-28T20:26:00.000Z,ActionParsnip,daweefolk,"cat file1 file2 > file3"
129421.tsv,2011-03-28T20:26:00.000Z,ActionParsnip,daweefolk,"if they are not plain text files, you will need something more fancy"
130134.tsv,2010-05-25T22:17:00.000Z,ActionParsnip,randy_,"acidrip maybe"
129171.tsv,2012-11-27T18:48:00.000Z,ActionParsnip,yello,"use a burning software"
129171.tsv,2012-11-27T18:51:00.000Z,ActionParsnip,yello,"we care?"
129454.tsv,2012-10-13T18:38:00.000Z,ActionParsnip,rexwin_,"dpkg -l | egrep 'apach|mysql'"
129130.tsv,2008-03-18T14:28:00.000Z,ActionParsnip,icmp,"use sudo apt-get autoremove"
129130.tsv,2008-03-18T14:28:00.000Z,ActionParsnip,icmp,"this will remove orphaned libs"
130607.tsv,2008-05-12T13:25:00.000Z,ActionParsnip,AimLXJ,"what graphics card do you have?"
129129.tsv,2011-01-09T02:00:00.000Z,ActionParsnip,Mannequin,"log a bug / is one already logged?"
130554.tsv,2008-03-12T14:59:00.000Z,ActionParsnip,heyjoe`,"find / -name '<name of file>'"
130554.tsv,2008-03-12T14:59:00.000Z,ActionParsnip,heyjoe`,"yeah you need to use / after the find command so it serches from / and below"
130301.tsv,2011-08-23T20:48:00.000Z,ActionParsnip,SaK,"^ that nonsense, nobody cares"
131297.tsv,2010-05-06T00:18:00.000Z,ActionParsnip,theuros,"mount the ftp"
131297.tsv,2010-05-06T00:19:00.000Z,ActionParsnip,theuros,"or you can put the mount in /etc/fstab"
130840.tsv,2011-12-20T13:26:00.000Z,ActionParsnip,Vintcf,"system76 may do one. I believe omgubuntu reviewed one a while back"
130840.tsv,2011-12-20T13:29:00.000Z,ActionParsnip,Vintcf,"https://help.ubuntu.com/community/T101MT"
130168.tsv,2009-10-15T17:45:00.000Z,ActionParsnip,erika2009,"if you run: lsusb    you will get an 8 character hex ID you may get some luck with in websearches if cheese shows nothing"
129864.tsv,2010-06-18T23:38:00.000Z,ActionParsnip,dogmeat,"there are no updates for it but it can be installed and used"
110416.tsv,2008-12-06T22:15:00.000Z,ActionParsnip,Biolunar,"gpdf, xpdf"
128983.tsv,2009-11-12T16:07:00.000Z,ActionParsnip,optimizer,"check manufacturers site, its also offtopic here, try #hardware)"
128983.tsv,2009-11-12T16:11:00.000Z,ActionParsnip,optimizer,"if you run:   sudo lshw | less     and read the output, you will see a line telling you the motherboard make and model, it will be withing the to 30 lines, under core>firmware>version"
131250.tsv,2012-04-26T06:40:00.000Z,ActionParsnip,schindler,"logging in as root is not only not recommended, it willl default to /root   (root's home)"
34319.tsv,2010-07-25T08:37:00.000Z,ActionParsnip,Izinucs_,"alltray does it"
34319.tsv,2010-07-25T08:41:00.000Z,ActionParsnip,Izinucs_,"-9 is the biggest hammer"
2643.tsv,2012-06-21T19:20:00.000Z,ActionParsnip,sharkmuttleworth,"well, yeah ;)"
130444.tsv,2008-04-04T14:58:00.000Z,ActionParsnip,effeietsanders,"have you googled for an answer?"
129096.tsv,2012-10-28T18:07:00.000Z,ActionParsnip,Guest33984,"what is the output of:  lsb_release -sc"
130646.tsv,2010-07-27T05:09:00.000Z,ActionParsnip,cn1109,"thats fine"
130211.tsv,2011-10-03T02:35:00.000Z,ActionParsnip,rickup,"find /path/to/folder | grep -i word"
129570.tsv,2011-09-29T22:49:00.000Z,ActionParsnip,t-minus,"#chrome maybe"
129660.tsv,2012-02-25T09:45:00.000Z,ActionParsnip,legend,"run:  sudo apt-get update     first"
215404.tsv,2008-10-06T16:09:00.000Z,ActionParsnip,nan,"!intrepid \ cwraig"
215404.tsv,2008-10-06T16:10:00.000Z,ActionParsnip,nan,"!intrepid | cwraig"
129715.tsv,2011-07-13T05:00:00.000Z,ActionParsnip,Spudnut,"http://www.canon.co.uk/Support/Consumer_Products/products/Fax__Multifunctionals/InkJet/PIXMA_MP_series/MP490.aspx?type=download&page=1"
129715.tsv,2011-07-13T05:00:00.000Z,ActionParsnip,Spudnut,"canon site has drivers"
129715.tsv,2011-07-13T05:01:00.000Z,ActionParsnip,Spudnut,"I always use UK, they seem to nearly always have the drivers. If one server is down try another"
129488.tsv,2008-08-26T19:01:00.000Z,ActionParsnip,dude7070,"what messages do you get?"
129488.tsv,2008-08-26T19:03:00.000Z,ActionParsnip,dude7070,"http://ubuntuforums.org/showthread.php?t=647364"
60715.tsv,2009-08-23T19:10:00.000Z,ActionParsnip,scyx,"try right click desktop -> display properties"
131214.tsv,2009-11-11T14:22:00.000Z,ActionParsnip,Scorch2,"after MD5 testing it, yes"
130777.tsv,2012-02-21T12:21:00.000Z,ActionParsnip,helioz,"run:  echo 'nameserver 8.8.8.8' | sudo tee /etc/resolv.conf       then retry the web"
130067.tsv,2012-09-13T14:23:00.000Z,ActionParsnip,drup4l_n00b,"you can pipe it into awk"
130067.tsv,2012-09-13T14:23:00.000Z,ActionParsnip,drup4l_n00b,"blah | blah | awk {'print $5'}         possibly (may need to change the 5)"
131132.tsv,2008-07-13T20:20:00.000Z,ActionParsnip,Hami,"you got adept open? did you use sudo?"
131132.tsv,2008-07-13T20:29:00.000Z,ActionParsnip,Hami,"try sudo apt-ger install -f"
38500.tsv,2010-05-25T12:35:00.000Z,ActionParsnip,nan,"Naveen519: it does that"
38500.tsv,2010-05-25T12:36:00.000Z,ActionParsnip,nan,"Ubuntunewbie: should be fine as far as I know"
65257.tsv,2009-06-28T03:57:00.000Z,ActionParsnip,rayno_b,"try it, you can always step back"
65257.tsv,2009-07-02T21:18:00.000Z,ActionParsnip,rayno_b,"add to /etc/resolv.conf       nameserver 127.0.0.1"
50600.tsv,2009-11-28T01:03:00.000Z,ActionParsnip,Cork[home],"i'd ask in #vbox"
6397.tsv,2012-02-22T03:06:00.000Z,ActionParsnip,fairuz__,"i'd ask in #launchpad"
131184.tsv,2009-12-07T04:57:00.000Z,ActionParsnip,panos_ver,"#C"
131184.tsv,2009-12-07T04:57:00.000Z,ActionParsnip,panos_ver,"or #programming"
27185.tsv,2010-11-19T17:18:00.000Z,ActionParsnip,skataria,"theres a daily ppa you can use too if you want bleeding edge"
129868.tsv,2009-09-05T15:35:00.000Z,ActionParsnip,alecs,"run the program from terminal, you will get intelligent output"
129868.tsv,2009-09-05T15:35:00.000Z,ActionParsnip,alecs,"you can use that to websearch"
129822.tsv,2012-09-11T15:07:00.000Z,ActionParsnip,N03L,"everyone is at some point"
129822.tsv,2012-11-05T12:17:00.000Z,ActionParsnip,N03L,"or mutt"
129105.tsv,2010-05-27T23:11:00.000Z,ActionParsnip,curtmack,"disable the floppy controller in bios"
131093.tsv,2011-05-11T12:03:00.000Z,ActionParsnip,alxyon,"details please"
131093.tsv,2011-05-11T12:06:00.000Z,ActionParsnip,alxyon,"you will need to mass around with visudo then"
130950.tsv,2009-02-04T13:32:00.000Z,ActionParsnip,Thisdude,"i'd suggest 5 though to allow read and execute"
128860.tsv,2011-03-02T20:52:00.000Z,ActionParsnip,dreh_,"ufw is ok"
130261.tsv,2012-06-16T09:00:00.000Z,ActionParsnip,thefluffyone,"all ok now?"
130261.tsv,2012-06-16T08:53:00.000Z,ActionParsnip,thefluffyone,"does it install in chrome/ium?"
130261.tsv,2012-06-16T08:53:00.000Z,ActionParsnip,thefluffyone,"try testing MORE than just one browser if you get browser issues"
130631.tsv,2009-04-21T21:40:00.000Z,ActionParsnip,JackWat,"saves us having to retype the same stuff over and over as many queries are identical"
128960.tsv,2011-05-12T05:56:00.000Z,ActionParsnip,Vanillux,"please don't spam the channel"
128960.tsv,2011-05-12T05:57:00.000Z,ActionParsnip,Vanillux,"plus a  vanilluxe is a pokemon"
129132.tsv,2011-04-23T13:28:00.000Z,ActionParsnip,fajar2408,"28th april"
130245.tsv,2009-04-01T21:26:00.000Z,ActionParsnip,makario,"check for listening port 22 (default)"
130387.tsv,2008-11-06T16:48:00.000Z,ActionParsnip,Appi,"if thats the name of the pc or a pc running a service on that port then yes"
130887.tsv,2010-08-01T05:19:00.000Z,ActionParsnip,JRowe,"install build-essential"
131060.tsv,2012-04-01T18:34:00.000Z,ActionParsnip,honey,"install unp, makes extracting in cli much easier"
130343.tsv,2012-05-31T10:16:00.000Z,ActionParsnip,mbucko,"boot to liveCD and you can reinstate grub with a chroot: www.omgubuntu.co.uk/2011/09/live-usb-sticking-grub-2-video/"
130343.tsv,2012-05-31T10:20:00.000Z,ActionParsnip,mbucko,"hold shift at boot"
129796.tsv,2011-09-23T23:28:00.000Z,ActionParsnip,dr`venom_,"what make and model system?"
129796.tsv,2011-09-23T23:30:00.000Z,ActionParsnip,dr`venom_,"websearc:  laptop Linux   there may be a guide for your model. Also check for bugs for the system too"
131066.tsv,2009-11-13T01:18:00.000Z,ActionParsnip,wysiwyg,"there is no serial needed"
131066.tsv,2009-11-13T01:20:00.000Z,ActionParsnip,wysiwyg,"ubuntu is not windows"
128875.tsv,2012-09-04T06:20:00.000Z,ActionParsnip,fausto,"we can see you"
131073.tsv,2012-02-08T06:22:00.000Z,ActionParsnip,Stygian,"what if the drive motor fails?"
130382.tsv,2012-07-07T21:46:00.000Z,ActionParsnip,Griffrez_,"depends on the shell, if you use gnome-panel then yes"
130382.tsv,2012-07-07T22:13:00.000Z,ActionParsnip,Griffrez_,"http://www.howtogeek.com/howto/20355/use-ctrlaltdel-for-task-manager-in-linux-to-kill-tasks-easily/"
8416.tsv,2012-06-29T03:17:00.000Z,ActionParsnip,ibodi,"in windows in device manager..."
130159.tsv,2008-10-13T10:34:00.000Z,ActionParsnip,varun_,"get nonfree and nspluginwrapper"
130159.tsv,2008-10-13T10:34:00.000Z,ActionParsnip,varun_,"then find the .so for flash and nspluginwrapper -i it"
131103.tsv,2009-03-04T01:44:00.000Z,ActionParsnip,_LionKing_,"its a purely support channel"
129674.tsv,2008-09-22T04:49:00.000Z,ActionParsnip,pianoboy3333,"http://www.tuxfiles.org/linuxhelp/softinstall.html"
129674.tsv,2011-03-02T20:31:00.000Z,ActionParsnip,pianoboy3333,"ask in #ubuntu+1"
131071.tsv,2008-10-12T00:11:00.000Z,ActionParsnip,Gin,"yes you can"
131071.tsv,2008-10-12T00:12:00.000Z,ActionParsnip,Gin,"http://news.softpedia.com/news/How-To-Install-KDE-4-1-On-Ubuntu-8-04-91034.shtml"
130144.tsv,2010-06-06T18:02:00.000Z,ActionParsnip,kasun,"http://www.ubuntugeek.com/enable-ctrl-alt-backspace-in-ubuntukubuntu-10-04lucid-lynx.html"
130144.tsv,2011-05-21T00:23:00.000Z,ActionParsnip,kasun,"or: apt- cache policy grub"
131137.tsv,2010-05-11T00:07:00.000Z,ActionParsnip,h2o,"what client?"
130171.tsv,2010-10-19T23:01:00.000Z,ActionParsnip,extremepup,"add 'text' as a boot option"
130171.tsv,2010-10-19T23:01:00.000Z,ActionParsnip,extremepup,"yep, websearches fix stuff good"
13191.tsv,2011-08-01T23:39:00.000Z,ActionParsnip,go87651,"Polah: what about guake?"
129268.tsv,2008-11-12T12:25:00.000Z,ActionParsnip,cfffq,"doesnt solve the problem, mine does ;)"
129268.tsv,2008-11-12T12:26:00.000Z,ActionParsnip,cfffq,"as is life"
129669.tsv,2011-06-08T23:21:00.000Z,ActionParsnip,ricardo_,"get registered and identify"
20351.tsv,2011-03-12T23:06:00.000Z,ActionParsnip,vlaar,"never had an issue with 64bit flash"
20351.tsv,2011-03-12T23:07:00.000Z,ActionParsnip,vlaar,"I just know nice tweaks to make it nice, plus all my hardware is purposefully 100%linux compatible"
130330.tsv,2009-02-24T19:08:00.000Z,ActionParsnip,mnd-,"it was thrown out in gutsy :("
130330.tsv,2009-02-24T19:08:00.000Z,ActionParsnip,mnd-,"if you have an nvidia card, you can use nvidia-settings"
130501.tsv,2011-09-22T20:41:00.000Z,ActionParsnip,16WAAFA0T,"run:  unity --replace"
130501.tsv,2011-09-22T20:41:00.000Z,ActionParsnip,16WAAFA0T,"compiz is in a default install"
130539.tsv,2010-09-05T21:40:00.000Z,ActionParsnip,jperla,"you can download the deb and force install it, could get VERY messy, libc6 is integral to the OS"
130512.tsv,2010-05-26T18:53:00.000Z,ActionParsnip,lubcat,"huh?"
130512.tsv,2010-05-26T18:54:00.000Z,ActionParsnip,lubcat,"which?"
128981.tsv,2009-01-19T17:04:00.000Z,ActionParsnip,Cyber_Hades,"install an xserver any you are golden"
128981.tsv,2009-01-21T03:38:00.000Z,ActionParsnip,Cyber_Hades,"should be fine"
54722.tsv,2009-10-22T17:51:00.000Z,ActionParsnip,whalberg,"sweet"
129886.tsv,2012-03-15T21:19:00.000Z,ActionParsnip,Pasq89,"there is no single best app for anything"
129886.tsv,2012-03-15T21:21:00.000Z,ActionParsnip,Pasq89,"http://ubuntuforums.org/showthread.php?t=752785"
130413.tsv,2012-02-28T04:41:00.000Z,ActionParsnip,but,"we don't file share here"
130883.tsv,2009-05-21T04:48:00.000Z,ActionParsnip,famax8,"i think its horrific"
130883.tsv,2009-05-21T04:49:00.000Z,ActionParsnip,famax8,"started with mandrake"
129784.tsv,2012-07-24T13:33:00.000Z,ActionParsnip,BlueSteelAU,"zorin isn't supported here"
129784.tsv,2012-07-24T13:33:00.000Z,ActionParsnip,BlueSteelAU,"/j #zorinos"
129084.tsv,2012-08-12T03:40:00.000Z,ActionParsnip,Gabrielmx_x,"you can use pidgin to connect to ICQ"
129088.tsv,2010-11-19T22:05:00.000Z,ActionParsnip,hoffmanc,"is sun java installed?"
130324.tsv,2010-07-07T22:55:00.000Z,ActionParsnip,squarebracket,"log a bug"
22276.tsv,2011-02-02T15:18:00.000Z,ActionParsnip,Ugunsmuris,"not sure, ask the channel and they may know. don't target people like that unless they reply to the initial question"
129665.tsv,2010-09-14T09:25:00.000Z,ActionParsnip,sfsdf343,"mkisofs -R -o <name_new.iso> <directory_where_the_files_are>"
130370.tsv,2012-04-12T05:53:00.000Z,ActionParsnip,BioBuny,"as long as its ubuntu support related it's fine :)"
130370.tsv,2012-04-12T05:55:00.000Z,ActionParsnip,BioBuny,"http://www.liberiangeek.net/2011/10/enable-screensavers-in-ubuntu-11-10-oneiric-ocelot/"
130788.tsv,2012-11-22T07:41:00.000Z,ActionParsnip,gene-laptop,"are there bugs reported?"
130166.tsv,2012-04-27T07:51:00.000Z,ActionParsnip,Lambda3,"200Mb isn't enoungh to hold Ubuntu"
130166.tsv,2012-04-27T07:52:00.000Z,ActionParsnip,Lambda3,"I guess taht would fly, why not :)"
130278.tsv,2012-11-28T16:34:00.000Z,ActionParsnip,lxx,"lots"
130070.tsv,2011-11-01T13:40:00.000Z,ActionParsnip,dani288,"run:   gksudo gedit /etc/modprobe.d/alsa-base.conf    and add the line: options snd-hda-intel position-fix=1     reboot to test. If that is no good, change it to: options snd-hda-intel model=laptop"
130070.tsv,2011-11-01T13:40:00.000Z,ActionParsnip,dani288,"if that is no good, try:   options snd-hda-intel position-fix=1 model=laptop"
129585.tsv,2012-07-02T04:25:00.000Z,ActionParsnip,Guest20217,"#ubuntu-server exists"
129585.tsv,2012-07-02T04:25:00.000Z,ActionParsnip,Guest20217,"or you can ask here too"
129438.tsv,2009-06-24T23:57:00.000Z,ActionParsnip,newlinux,"free"
129438.tsv,2009-06-24T23:58:00.000Z,ActionParsnip,newlinux,"you can access the ram as a block device and take a snapshot but i am unsure how"
129545.tsv,2009-06-21T22:16:00.000Z,ActionParsnip,pewpew,"http://www.techmetica.com/howto/how-to-install-the-device-manager-in-ubuntu/"
129545.tsv,2009-06-21T22:16:00.000Z,ActionParsnip,pewpew,"whats wrong with lspci ?"
129475.tsv,2010-10-31T10:52:00.000Z,ActionParsnip,aknagi,"mint isnt supported here"
129475.tsv,2010-10-31T10:54:00.000Z,ActionParsnip,aknagi,"Mint is offtopic here"
130347.tsv,2008-11-04T05:32:00.000Z,ActionParsnip,s0n1cm0nk3y,"1.0.18 of what?"
130306.tsv,2010-07-30T22:46:00.000Z,ActionParsnip,cwhaleyjr,"afaik, its detected by udev and stored in ram"
131282.tsv,2011-10-26T20:52:00.000Z,ActionParsnip,Carri0n,"use packages.ubuntu.com   and you can find the containing package name (look at the bottom of the page)"
129506.tsv,2012-06-05T17:13:00.000Z,ActionParsnip,ISOcrates,"I'd just run a backup then reinstall with Precise"
130610.tsv,2009-03-11T04:25:00.000Z,ActionParsnip,WirmDrink,"no idea, asla flys sweet for me"
17704.tsv,2011-09-26T20:14:00.000Z,ActionParsnip,kernelpanicker,"press ENTER twice maybe...?"
