dialogueID,date,from,to,text
147805.tsv,2008-06-13T12:48:00.000Z,bazhang,jlb,"feisty is no more"
147436.tsv,2010-08-27T17:18:00.000Z,bazhang,Rob235,"move home to a separate partition then install"
147436.tsv,2010-08-27T17:19:00.000Z,bazhang,Rob235,"just the OS home wont be touched"
148525.tsv,2012-05-08T05:33:00.000Z,bazhang,darnzy_,"it directly links to a driver for *your* printer."
148525.tsv,2012-05-08T05:33:00.000Z,bazhang,darnzy_,"you're not on ubuntu?"
146255.tsv,2008-08-30T18:12:00.000Z,bazhang,mEDEc__,"check load balancing"
147714.tsv,2008-12-29T23:32:00.000Z,bazhang,ousx,"dont paste random links here"
147697.tsv,2008-11-01T19:22:00.000Z,bazhang,Slartibartfast,"please behave nicely here"
146631.tsv,2007-11-15T20:36:00.000Z,bazhang,dijungal,"gui or command line?"
46044.tsv,2012-04-10T06:31:00.000Z,bazhang,Boogerhead,"#ubuntu+1 for that"
31211.tsv,2010-09-18T18:20:00.000Z,bazhang,marcoceppi,"#ubuntu+1 for that"
148105.tsv,2011-07-10T18:19:00.000Z,bazhang,red_rail,"there is not a best"
148105.tsv,2011-07-10T18:20:00.000Z,bazhang,red_rail,"xchat irssi quassel weechat and others are there. choose one from the package manager and decide"
147696.tsv,2009-04-30T11:14:00.000Z,bazhang,lamrinraj,"#ubuntu-in for India"
146785.tsv,2010-09-06T17:40:00.000Z,bazhang,redbullfx,"right click properties, click on icon"
147715.tsv,2009-04-09T16:29:00.000Z,bazhang,nan,"xserver-xorg-video-sis this one fore ?"
147715.tsv,2009-04-09T16:30:00.000Z,bazhang,BOZG,"thanks"
147242.tsv,2010-07-24T05:51:00.000Z,bazhang,les_,"ask a question about pitivi"
147242.tsv,2010-07-24T05:51:00.000Z,bazhang,les_,"its fine to ask here"
147683.tsv,2012-04-05T22:54:00.000Z,bazhang,AcidRain2012,"#ubuntu-phone"
147683.tsv,2012-07-18T07:20:00.000Z,bazhang,AcidRain2012,"of course not"
147320.tsv,2008-12-14T01:07:00.000Z,bazhang,Antonz,"no caps"
147710.tsv,2008-07-25T08:35:00.000Z,bazhang,rhanna,"caps"
107880.tsv,2010-03-10T10:26:00.000Z,bazhang,Elrox,"did you have a support question"
148614.tsv,2010-07-05T19:55:00.000Z,bazhang,Guest67254,"english here"
91626.tsv,2008-11-10T06:10:00.000Z,bazhang,renec,"lxde"
145972.tsv,2008-08-14T21:27:00.000Z,bazhang,Th3_KID,"you may try transmission, ktorrent or rtorrent (cli) among others"
114455.tsv,2012-01-24T20:31:00.000Z,bazhang,GeminiDomino,"you mean audacious, as xmms is no longer developed nor supported on ubuntu"
114455.tsv,2012-01-24T20:32:00.000Z,bazhang,GeminiDomino,"/msg ubottu xmms   gives a bit more info"
145902.tsv,2008-06-28T18:42:00.000Z,bazhang,co_cakepz_lg_Sed,"please chat in #ubuntu-offtopic"
145858.tsv,2011-03-10T16:00:00.000Z,bazhang,HyperHoRse,"take the chit chat to #ubuntu-offtopic please"
148687.tsv,2009-10-15T16:15:00.000Z,bazhang,PCTechNerd,"karmic support in #ubuntu+1"
31478.tsv,2010-09-15T18:45:00.000Z,bazhang,Sander^work,"not in a supported manner, no"
146797.tsv,2010-03-25T09:26:00.000Z,bazhang,jaybreese,"#ubuntu+1 for lucid  , may also try #compiz"
146456.tsv,2011-02-27T22:56:00.000Z,bazhang,mindfire,"help.ubuntu.com and the ubuntu wiki as well"
35445.tsv,2012-06-25T05:45:00.000Z,bazhang,aakside,"no"
145921.tsv,2011-05-01T05:50:00.000Z,bazhang,GamingDroid,"no"
145921.tsv,2011-05-01T05:52:00.000Z,bazhang,GamingDroid,"12.04"
146750.tsv,2008-04-15T20:06:00.000Z,bazhang,GAMESERVER,"this is a support channel not a chat channel"
111479.tsv,2010-05-30T08:16:00.000Z,bazhang,Dizkonnekted,"of course it is"
148202.tsv,2009-07-10T08:06:00.000Z,bazhang,Phinsfan,"which printer make and model"
148202.tsv,2009-07-10T09:02:00.000Z,bazhang,Phinsfan,"watch the language"
139766.tsv,2008-04-03T22:22:00.000Z,bazhang,Acxty,"sounds like a hardware issue"
141035.tsv,2007-12-22T22:35:00.000Z,bazhang,EtteSB,"ask in ##windows"
24709.tsv,2011-01-28T02:49:00.000Z,bazhang,nan,"its really superior to handbrake for this"
24709.tsv,2011-01-28T02:50:00.000Z,bazhang,schnuffle,"it has a *ton* of settings as well, for the ipad, iphone ps3 etc etc"
147484.tsv,2007-12-31T19:24:00.000Z,bazhang,KATE_SLATKA,"please stop"
147924.tsv,2010-10-09T12:35:00.000Z,bazhang,djomgg,"no one knows"
146936.tsv,2011-06-11T05:45:00.000Z,bazhang,zhjawe,"which is not supported here"
147015.tsv,2009-07-12T06:11:00.000Z,bazhang,ianm_,"dont advertise here"
147900.tsv,2012-03-17T22:33:00.000Z,bazhang,Ghosts,"#ubuntu-cz as we told you earlier"
171042.tsv,2012-04-02T20:03:00.000Z,bazhang,nan,"!ot"
171042.tsv,2012-04-02T20:03:00.000Z,bazhang,nan,"lets get back to ubuntu support please"
148054.tsv,2010-09-18T18:58:00.000Z,bazhang,liujun,"in #ubuntu-cn"
146066.tsv,2009-10-16T23:04:00.000Z,bazhang,Gad,"please ask"
120213.tsv,2010-05-04T09:41:00.000Z,bazhang,Adman65,"UbuntuJeff lts to lts upgrade is supported in one step"
146772.tsv,2011-07-31T05:47:00.000Z,bazhang,Starcraftmazter,"yes, choose classic"
147475.tsv,2008-05-01T16:29:00.000Z,bazhang,Le-Chuck_ITA,"feisty to gutsy to hardy then"
147349.tsv,2010-07-23T18:18:00.000Z,bazhang,alexi,"no"
147349.tsv,2010-07-23T18:20:00.000Z,bazhang,alexi,"feel free to discuss in #ubuntu-offtopic"
148034.tsv,2008-06-28T11:07:00.000Z,bazhang,zinkele,"stop"
146691.tsv,2010-09-17T14:49:00.000Z,bazhang,swampt,"means you are offtopic here"
146691.tsv,2010-09-17T14:49:00.000Z,bazhang,swampt,"try #ubuntu-offtopic"
147950.tsv,2009-07-24T22:09:00.000Z,bazhang,kajakmanden,"#ubuntu-dk"
148128.tsv,2008-04-20T19:35:00.000Z,bazhang,larry_,"vlc"
148128.tsv,2008-04-27T19:19:00.000Z,bazhang,larry_,"xmms? perhaps you are thinking of gxmms2 in hardy repos"
148447.tsv,2010-08-21T08:36:00.000Z,bazhang,bryan_r59,"no"
145983.tsv,2011-06-29T18:12:00.000Z,bazhang,sk_,"yes"
145983.tsv,2011-06-29T18:13:00.000Z,bazhang,sk_,"no"
10308.tsv,2011-10-15T23:40:00.000Z,bazhang,hugo____,"no cursing"
148740.tsv,2009-11-11T12:06:00.000Z,bazhang,tas,"try #python"
147945.tsv,2008-04-29T12:24:00.000Z,bazhang,yangjun,"/j #ubuntu-cn xie xie"
147945.tsv,2008-04-29T12:26:00.000Z,bazhang,yangjun,"can you read english?"
147071.tsv,2008-07-07T16:39:00.000Z,bazhang,jamus,"downloaded?"
147195.tsv,2010-07-03T05:37:00.000Z,bazhang,blaze||,"with the pae kernel sure"
147195.tsv,2010-07-03T05:38:00.000Z,bazhang,blaze||,"install linux pae kernel and it will"
147975.tsv,2009-12-09T19:27:00.000Z,bazhang,donkeyboy,"correct, need the alternate"
145893.tsv,2008-04-29T18:07:00.000Z,bazhang,orangesicle,"you went directly from 7.04 to 8.04?"
145893.tsv,2008-04-29T18:10:00.000Z,bazhang,orangesicle,"I asked you a question"
111364.tsv,2008-05-26T06:35:00.000Z,bazhang,nan,"ask chris420 the real question :)"
16882.tsv,2011-05-29T06:17:00.000Z,bazhang,eb3ha4el,"try ##linux"
145775.tsv,2008-03-06T20:45:00.000Z,bazhang,jonathan_,"in the repos"
147994.tsv,2009-09-19T09:17:00.000Z,bazhang,mdgrech,"check the michigan loco"
148565.tsv,2012-02-08T07:51:00.000Z,bazhang,adam123,"unity-2d you mean?"
148565.tsv,2012-02-08T07:52:00.000Z,bazhang,adam123,"since 11.04 iirc"
148565.tsv,2012-02-08T07:53:00.000Z,bazhang,adam123,"whats the video card ?"
147144.tsv,2012-07-29T22:41:00.000Z,bazhang,MagisterQuis,"/msg ubottu please"
147052.tsv,2008-05-13T11:16:00.000Z,bazhang,shaft0,"make a new user"
147246.tsv,2009-10-23T19:19:00.000Z,bazhang,Lint01,"what version of ubuntu"
147246.tsv,2009-11-09T18:51:00.000Z,bazhang,Lint01,"watch the language"
147678.tsv,2008-05-05T10:11:00.000Z,bazhang,Braydon619,"did you read that link?"
147678.tsv,2008-05-05T10:12:00.000Z,bazhang,Braydon619,"didnt read it?"
148246.tsv,2012-04-23T21:12:00.000Z,bazhang,spillo,"#ubuntu-it"
147470.tsv,2007-12-19T09:55:00.000Z,bazhang,mint,"not for me but thanks :}"
147470.tsv,2010-07-31T10:17:00.000Z,bazhang,mint,"which version of ubuntu"
145867.tsv,2010-04-17T19:29:00.000Z,bazhang,donavan_,"#ubuntu-offtopic"
145867.tsv,2010-04-17T19:30:00.000Z,bazhang,donavan_,"this is not the channel for it."
147970.tsv,2011-03-21T16:43:00.000Z,bazhang,ad_,"put it in the autojoin list"
146354.tsv,2008-06-24T06:15:00.000Z,bazhang,thegothguy,"what question"
146354.tsv,2008-06-24T06:15:00.000Z,bazhang,thegothguy,"I missed it"
147797.tsv,2012-11-07T11:44:00.000Z,bazhang,Chief,"download what"
147797.tsv,2012-11-07T11:45:00.000Z,bazhang,Chief,"this is not debain support. ask there"
147896.tsv,2011-01-18T20:47:00.000Z,bazhang,Geli,"gdebi"
146996.tsv,2007-12-31T22:07:00.000Z,bazhang,nan,"http://amarok.kde.org/wiki/Media_Device:IPod endo_ also stuff for gtkpod at that link"
146996.tsv,2007-12-31T22:07:00.000Z,bazhang,endo_,"no worries"
146298.tsv,2010-06-23T23:14:00.000Z,bazhang,tt__,"lspci"
147618.tsv,2009-12-23T09:18:00.000Z,bazhang,MashaIvanova,"read the link ?"
148626.tsv,2009-01-29T11:16:00.000Z,bazhang,dheeraj_k,"in compiz?"
148048.tsv,2008-04-17T04:39:00.000Z,bazhang,s2,"this is for a dual boot? you might consider unetbootin or wubi then"
146222.tsv,2011-02-03T08:33:00.000Z,bazhang,Mindkontrol,"best ask in #freenode about that"
145912.tsv,2008-04-20T06:23:00.000Z,bazhang,Foxy,"dual boot"
145912.tsv,2008-04-20T06:24:00.000Z,bazhang,Foxy,"funny question but of course not possible"
148297.tsv,2008-03-12T12:01:00.000Z,bazhang,bmz,"a install of Hardy?"
16546.tsv,2011-06-03T18:02:00.000Z,bazhang,beef-supreme,"lxde?"
145904.tsv,2008-07-12T19:07:00.000Z,bazhang,scoubidou4,"why compile? it is in the repos"
145904.tsv,2008-07-12T19:08:00.000Z,bazhang,scoubidou4,"any reason you need the very newest?"
147999.tsv,2008-11-16T10:42:00.000Z,bazhang,babilonia,"do you have an ubuntu support question"
145995.tsv,2011-12-17T16:00:00.000Z,bazhang,Guest82628,"backtrack support in #backtrack-linux not here"
145995.tsv,2011-12-17T16:01:00.000Z,bazhang,Guest82628,"this is ubuntu support not bt support be patient there"
147331.tsv,2012-07-08T02:16:00.000Z,bazhang,alexxxxa,"unity and gnome-shell are shells for gnome3"
148324.tsv,2010-04-03T05:20:00.000Z,bazhang,xecuter,"#ubuntu-de please"
147635.tsv,2012-05-11T18:34:00.000Z,bazhang,Jannisss,"packages.ubuntu.com"
147330.tsv,2012-03-29T22:14:00.000Z,bazhang,zandt,"lubuntu"
146762.tsv,2008-07-12T13:30:00.000Z,bazhang,poomalai,"with samba"
146762.tsv,2008-07-12T13:31:00.000Z,bazhang,poomalai,"you read the wiki?"
146114.tsv,2007-12-17T23:12:00.000Z,bazhang,nan,"zsnes is far better imo lmg"
146114.tsv,2007-12-17T23:13:00.000Z,bazhang,lmg,"zsnes steals way too much of my time :}"
148096.tsv,2009-12-19T04:21:00.000Z,bazhang,gmarquezWRS,"try /msg alis list *rhel*"
111587.tsv,2008-05-17T14:11:00.000Z,bazhang,kirkhelek,"native or windows version"
17351.tsv,2011-06-27T04:38:00.000Z,bazhang,brian_lim,"adjust alsamixer"
147670.tsv,2011-07-06T17:39:00.000Z,bazhang,villa,"it needs to be installed use apt-get"
147345.tsv,2008-11-01T13:58:00.000Z,bazhang,ben2talk,"the theme may not meet the new ibex specs yet"
104660.tsv,2008-08-08T15:54:00.000Z,bazhang,nan,"http://mikesubuntu.blogspot.com/2007/09/guitar-hero-for-ubuntu-frets-on-fire.html astronomical third link on google"
104660.tsv,2008-08-08T15:55:00.000Z,bazhang,nan,"oh he left"
148285.tsv,2008-03-05T21:35:00.000Z,bazhang,raiderxx,"install ccsm"
148285.tsv,2008-03-05T22:08:00.000Z,bazhang,raiderxx,"#compiz-fusion"
148157.tsv,2008-12-28T06:53:00.000Z,bazhang,se,"#ubuntu-fr for francais"
106578.tsv,2008-12-23T20:04:00.000Z,bazhang,nan,"https://help.ubuntu.com/community/RestoreGrub dante123"
106578.tsv,2010-04-04T07:48:00.000Z,bazhang,dante123,"english here please"
146712.tsv,2008-03-30T21:23:00.000Z,bazhang,Kaapman,"best to give xubuntu or fluxbuntu a shot; an old mandrake will have exactly zero support"
146712.tsv,2008-03-30T21:24:00.000Z,bazhang,Kaapman,"if you install xubuntu or fluxbuntu we will be here to help out ;]"
148674.tsv,2008-11-01T04:45:00.000Z,bazhang,cloud-ieee,"ask here in channel"
148674.tsv,2008-11-01T04:47:00.000Z,bazhang,cloud-ieee,"some cannot be viewed."
3357.tsv,2012-06-07T07:49:00.000Z,bazhang,nan,"!ot | NoVoteLoss"
3357.tsv,2012-06-07T07:51:00.000Z,bazhang,NoVoteLoss,"this is not the chat channel ;#ubuntu-offtopic for that"
147009.tsv,2007-11-23T11:44:00.000Z,bazhang,cardc26,"open up a terminal and type alsamixer"
147009.tsv,2007-11-23T11:47:00.000Z,bazhang,cardc26,"there is a gude here http://ubuntuforums.org/showthread.php?t=205449"
146605.tsv,2008-06-10T02:58:00.000Z,bazhang,unbkbl,"you cannot"
110917.tsv,2008-12-04T21:44:00.000Z,bazhang,zanberdo,"xchat/irssi/pidgin"
42368.tsv,2010-03-30T15:54:00.000Z,bazhang,reynard,"#ubuntu+1 please"
62160.tsv,2009-08-08T10:04:00.000Z,bazhang,Snoofs,"very bad idea"
148101.tsv,2008-03-10T15:41:00.000Z,bazhang,vistakiller,"same channel #ubuntu+1 please"
146221.tsv,2008-01-19T20:24:00.000Z,bazhang,roby46,"english please"
146823.tsv,2012-01-29T15:17:00.000Z,bazhang,Ririshi,"with what tool"
146286.tsv,2009-02-26T17:02:00.000Z,bazhang,hay_ig2000,"which plugins?"
146286.tsv,2009-02-26T17:03:00.000Z,bazhang,hay_ig2000,"yes; which ones"
112326.tsv,2009-03-27T11:08:00.000Z,bazhang,jerknextdoor,"#ubuntu+1 for that (yes)"
148488.tsv,2010-11-14T05:43:00.000Z,bazhang,pattrick,"watch the language"
145348.tsv,2007-11-22T08:10:00.000Z,bazhang,d1n0,"have you posted this at ubuntuforums.org?"
145926.tsv,2011-08-27T15:52:00.000Z,bazhang,georgiou,"wrong channel"
145926.tsv,2011-08-27T15:52:00.000Z,bazhang,georgiou,"no, its offtopic here, dont paste random things in a support channel"
148393.tsv,2011-01-05T17:32:00.000Z,bazhang,nuno_nunes,"enable partner repo"
145792.tsv,2011-01-20T05:01:00.000Z,bazhang,Irreducibilis,"no"
145792.tsv,2011-01-20T05:04:00.000Z,bazhang,Irreducibilis,"it wont"
147827.tsv,2008-11-15T15:41:00.000Z,bazhang,Kamil,"open a terminal and type ifconfig ; how many entries"
147827.tsv,2008-11-15T16:17:00.000Z,bazhang,Kamil,"how many listings in ifconfig"
146384.tsv,2012-03-30T07:50:00.000Z,bazhang,onoez_omg,"#ubuntu+1 for that"
147700.tsv,2011-03-26T12:23:00.000Z,bazhang,EOF-sensei,"please stop that"
146162.tsv,2009-12-12T20:57:00.000Z,bazhang,jape,"arrow keys and scroll wheel?"
146162.tsv,2009-12-12T20:58:00.000Z,bazhang,jape,"arrow keys up and down then?"
146594.tsv,2011-05-13T18:40:00.000Z,bazhang,Hohlraum,"64 bit is perfectly fine"
147664.tsv,2008-03-25T20:01:00.000Z,bazhang,ivanguerrero,"/j #ubuntu-es por favor ;]"
35045.tsv,2010-08-04T10:24:00.000Z,bazhang,Deist,"#ubuntu-offtopic for chat etc"
99868.tsv,2008-08-30T07:51:00.000Z,bazhang,Circs,"is sound set to autodetect or alsa"
99868.tsv,2010-09-26T07:32:00.000Z,bazhang,Circs,"well beyond that now"
147420.tsv,2008-07-29T16:16:00.000Z,bazhang,gordboy,"that is offtopic here"
148273.tsv,2011-07-02T02:06:00.000Z,bazhang,Quibus,"0.8.0 is available, why the need for the .1"
148273.tsv,2011-07-02T02:06:00.000Z,bazhang,Quibus,"then compile it or find a ppa"
148273.tsv,2011-07-02T02:07:00.000Z,bazhang,Quibus,"security releases aside there are not point releases for random packages like that"
145942.tsv,2009-07-10T05:22:00.000Z,bazhang,Laurent`[Wolf]_,"#ubuntu-ru"
145942.tsv,2009-07-10T05:24:00.000Z,bazhang,Laurent`[Wolf]_,"take chat elsewhere, EXCLUSIVE you too"
146345.tsv,2012-11-06T17:09:00.000Z,bazhang,joseph^,"it doesnt"
146345.tsv,2012-11-06T17:10:00.000Z,bazhang,joseph^,"did you have an actual support question"
146191.tsv,2008-03-24T13:17:00.000Z,bazhang,yian,"japanese?"
146191.tsv,2008-03-24T13:22:00.000Z,bazhang,yian,"then speak english here please"
145771.tsv,2008-04-11T18:32:00.000Z,bazhang,fd12,"better to install a seperate home partition; that way you can screw up and then reinstall and all your private stuff will be saved; currently though (guessing you have not done this) you might try aptoncd, rsync, among other options"
145771.tsv,2008-04-11T18:35:00.000Z,bazhang,fd12,"you can also clone your current system; see /msg ubotu clone for more info"
148108.tsv,2009-10-25T18:06:00.000Z,bazhang,akitta,"windows questions in ##windows please"
148108.tsv,2009-10-25T18:06:00.000Z,bazhang,akitta,"its offtopic here."
146754.tsv,2010-06-01T18:34:00.000Z,bazhang,momo_,"in #ubuntu-fr"
146754.tsv,2010-06-01T18:35:00.000Z,bazhang,momo_,"/join #ubuntu-fr"
147197.tsv,2011-12-10T18:47:00.000Z,bazhang,indystorm,"wrong channel"
147197.tsv,2012-04-26T06:59:00.000Z,bazhang,indystorm,"no set time"
11398.tsv,2011-09-11T06:23:00.000Z,bazhang,VampsBeasty,"winetricks?"
147139.tsv,2009-07-24T18:44:00.000Z,bazhang,dravekx,"??"
147139.tsv,2009-07-24T18:55:00.000Z,bazhang,dravekx,"sudo"
148114.tsv,2012-02-10T19:03:00.000Z,bazhang,paraxxo,"lubuntu"
148114.tsv,2012-02-10T19:06:00.000Z,bazhang,paraxxo,"there is just the one"
147689.tsv,2008-07-07T05:39:00.000Z,bazhang,joel_,"you want the feisty icons?"
146042.tsv,2011-10-20T10:12:00.000Z,bazhang,sa|obar0,"bt5 is not supported here; #backtrack-linux for that"
146819.tsv,2010-09-26T05:29:00.000Z,bazhang,joebillxxx,"/join #channel"
104166.tsv,2008-12-18T19:40:00.000Z,bazhang,kristian1,"offtopic"
145769.tsv,2009-07-30T16:47:00.000Z,bazhang,mina,"/join #ubuntu-arabic"
145769.tsv,2009-07-30T16:48:00.000Z,bazhang,mina,"english here"
148274.tsv,2008-07-24T19:21:00.000Z,bazhang,Laura7,"^^"
50140.tsv,2009-12-06T07:21:00.000Z,bazhang,nan,"!nickspam > FireWall"
50140.tsv,2009-12-06T07:22:00.000Z,bazhang,nan,"F1R3WaLL, please stop with the nick changes"
148603.tsv,2008-08-15T07:12:00.000Z,bazhang,b3lorix,"awn"
18770.tsv,2011-04-19T16:24:00.000Z,bazhang,Cumulus007,"#ubuntu-nl"
146960.tsv,2007-12-28T22:26:00.000Z,bazhang,TIRC_8134,"not here please"
147270.tsv,2010-04-07T14:59:00.000Z,bazhang,wroom,"this is not the chat channel; #ubuntu-offtopic for that"
148060.tsv,2008-04-07T12:10:00.000Z,bazhang,Armadillio,"for gutsy?"
148060.tsv,2008-04-07T12:10:00.000Z,bazhang,Armadillio,"then this is not the channel for that"
148237.tsv,2008-07-12T22:10:00.000Z,bazhang,ricsi-pontaz,"ibex support in #ubuntu+1"
148537.tsv,2008-09-04T18:29:00.000Z,bazhang,unavailable_,"this is ibex right?"
148537.tsv,2008-09-04T18:29:00.000Z,bazhang,unavailable_,"not this channel then"
68549.tsv,2009-07-18T09:26:00.000Z,bazhang,nan,"no idea how MINT has it set up"
146976.tsv,2008-08-01T23:14:00.000Z,bazhang,FalseProphet,"dont joke about that"
159808.tsv,2012-08-04T00:32:00.000Z,bazhang,nan,"!pastebin | andrewx"
159808.tsv,2012-08-04T00:33:00.000Z,bazhang,nan,"!runlevel | thepumpkin"
146661.tsv,2012-03-22T15:43:00.000Z,bazhang,airplanesimen,"then ask a question"
145948.tsv,2009-08-13T16:58:00.000Z,bazhang,coens,"#ubuntu-fr"
145948.tsv,2009-08-20T17:26:00.000Z,bazhang,coens,"#ubuntu-fr pour francais"
99525.tsv,2008-09-02T14:20:00.000Z,bazhang,zhengleishan,"/join #ubuntu-cn"
146126.tsv,2010-03-24T14:00:00.000Z,bazhang,othernick,"no need for the name calling"
147566.tsv,2008-05-01T16:04:00.000Z,bazhang,knewt,"is it slow? timing out--please specify"
146836.tsv,2011-05-07T12:22:00.000Z,bazhang,skpl,"ubuntu support question?"
65586.tsv,2009-10-23T18:37:00.000Z,bazhang,brianV,"karmic in #ubuntu+1 please"
147034.tsv,2009-08-18T11:32:00.000Z,bazhang,netskillsii,"#debian not here"
147034.tsv,2010-05-11T11:25:00.000Z,bazhang,netskillsii,"this is for Ubuntu; #debian for Debian support"
148601.tsv,2008-04-21T19:14:00.000Z,bazhang,Mirrakor,"english please"
146140.tsv,2011-06-18T00:48:00.000Z,bazhang,jlholmes21,"stop that"
146140.tsv,2011-06-18T01:22:00.000Z,bazhang,jlholmes21,"no idea if they are not there"
147171.tsv,2008-12-25T19:52:00.000Z,bazhang,BrainBrainBrain,"language please"
146514.tsv,2008-12-08T10:46:00.000Z,bazhang,eigma,"feisty is eol"
148343.tsv,2009-04-23T10:43:00.000Z,bazhang,profx,"stop that"
147750.tsv,2011-08-19T05:27:00.000Z,bazhang,jayotter,"use classic"
147162.tsv,2010-10-07T17:40:00.000Z,bazhang,wez^,"using unetbootin? should do"
148161.tsv,2008-05-04T17:14:00.000Z,bazhang,MartinCz,"aptitude search"
148129.tsv,2008-02-29T19:59:00.000Z,bazhang,lubse,"go into synaptic package manager and enable the repository then hit reload"
148129.tsv,2008-02-29T20:07:00.000Z,bazhang,lubse,"sudo"
148368.tsv,2012-08-09T20:10:00.000Z,bazhang,Kaail,"ubuntu support question?"
146783.tsv,2008-06-08T13:33:00.000Z,bazhang,omn1,"dual boot situation?"
148240.tsv,2011-10-08T03:53:00.000Z,bazhang,yerac,"theme?"
148240.tsv,2011-10-08T03:57:00.000Z,bazhang,yerac,"reinstall the theme? which one was it"
102965.tsv,2008-08-03T21:22:00.000Z,bazhang,nan,"!resetpanels | daeron"
102965.tsv,2008-08-03T21:44:00.000Z,bazhang,daeron,"read that link"
147086.tsv,2011-10-22T16:36:00.000Z,bazhang,Hot,"does apt-cache search nautilus show anything?"
146038.tsv,2009-07-24T22:42:00.000Z,bazhang,tuxxy,"please dont advertise here"
28527.tsv,2011-04-05T03:18:00.000Z,bazhang,mr_orange_,"you mean iptables?"
146640.tsv,2008-05-14T07:35:00.000Z,bazhang,fbthpg,"ubuntu, no; there is a linux one though"
148346.tsv,2012-09-21T19:38:00.000Z,bazhang,flan_suse,"try tab complete. it's alecb not alecu"
39774.tsv,2010-05-12T11:54:00.000Z,bazhang,pretender2010,"checked the linuxprinting.org database yet?"
147384.tsv,2012-06-24T06:20:00.000Z,bazhang,ColdFire,"#ubuntu-offtopic for that please"
147384.tsv,2012-06-24T06:55:00.000Z,bazhang,ColdFire,"gksudo gedit"
147233.tsv,2008-01-28T18:53:00.000Z,bazhang,Nik0la0s,"2click? what is that"
147772.tsv,2012-03-30T22:36:00.000Z,bazhang,Ziauddin_,"wrong channel"
147747.tsv,2008-08-12T16:41:00.000Z,bazhang,datacrusher,"what is that"
147747.tsv,2008-08-12T16:42:00.000Z,bazhang,datacrusher,"dont paste that in here"
147380.tsv,2010-05-08T20:32:00.000Z,bazhang,jetli68,"ask first"
148743.tsv,2008-05-22T12:42:00.000Z,bazhang,john-black,"need a question"
147937.tsv,2010-03-05T16:01:00.000Z,bazhang,FiNk,"in #ubuntu-tr"
146611.tsv,2007-12-14T20:08:00.000Z,bazhang,bundo,"this is a support channel; do you have a question related to ubuntu?"
146611.tsv,2007-12-14T20:17:00.000Z,bazhang,bundo,"what is your question?"
146595.tsv,2008-06-29T12:51:00.000Z,bazhang,v3trae,"system prefs sessions"
142577.tsv,2012-06-26T22:48:00.000Z,bazhang,nan,"http://ubuntuforums.org/showthread.php?t=2007786 compdoc"
142577.tsv,2012-06-26T22:50:00.000Z,bazhang,nan,"!fstab | jeremiah__"
145808.tsv,2012-07-17T10:21:00.000Z,bazhang,jmercouris,"stop that"
147755.tsv,2009-11-21T22:35:00.000Z,bazhang,Charmander,"no"
148066.tsv,2012-03-20T00:13:00.000Z,bazhang,csongor,"with what"
146509.tsv,2010-04-22T15:25:00.000Z,bazhang,another_reality,"in #ubuntu-offtopic"
146509.tsv,2010-04-22T15:25:00.000Z,bazhang,another_reality,"this is Ubuntu support only"
117538.tsv,2012-04-14T14:53:00.000Z,bazhang,niloy,"like bash?  in #bash I suppose"
146321.tsv,2011-03-26T12:21:00.000Z,bazhang,RobotCow,"you mean murphylan"
148130.tsv,2010-01-01T12:37:00.000Z,bazhang,aitor,"/join #ubuntu-es"
148130.tsv,2010-01-01T12:33:00.000Z,bazhang,aitor,"/join #ubuntu-es"
148634.tsv,2008-04-24T19:41:00.000Z,bazhang,zax1,"via wine yes"
148634.tsv,2010-05-21T20:15:00.000Z,bazhang,zax1,"in #ubuntu-fr"
84300.tsv,2012-11-26T20:03:00.000Z,bazhang,JBzh,"in compizconfig-settings-manager , I would imagine. check there"
147822.tsv,2009-09-14T19:29:00.000Z,bazhang,switchgirl[H],"use unetbootin livecd running ubuntu"
147822.tsv,2009-09-14T19:29:00.000Z,bazhang,switchgirl[H],"err live usb"
147785.tsv,2012-08-01T11:08:00.000Z,bazhang,Ash2426,"with what?"
147199.tsv,2008-03-22T20:56:00.000Z,bazhang,krushaaar,"stop"
34401.tsv,2011-06-09T18:22:00.000Z,bazhang,jeaquares,"`gnome 2.32.1 jeaquares"
148511.tsv,2012-11-15T08:29:00.000Z,bazhang,sasuke,"try asking in #irssi"
148503.tsv,2012-02-21T18:36:00.000Z,bazhang,jgoldman85,"need more data than that"
148503.tsv,2012-02-21T18:43:00.000Z,bazhang,jgoldman85,"please give some examples of multitask; what exactly are the error messages you get, what version of ubuntu, what graphics card and driver"
148376.tsv,2010-07-02T06:24:00.000Z,bazhang,samalex,"fine to leave it"
146814.tsv,2011-09-18T07:12:00.000Z,bazhang,PxGaZuZ,"wrong place"
147931.tsv,2010-03-06T11:25:00.000Z,bazhang,mihir,"no"
146884.tsv,2010-07-14T16:49:00.000Z,bazhang,pyghassen,"I always left it blank in the past"
146884.tsv,2010-08-02T20:27:00.000Z,bazhang,pyghassen,"no"
146884.tsv,2010-08-02T20:33:00.000Z,bazhang,pyghassen,"no"
71057.tsv,2009-10-26T17:00:00.000Z,bazhang,eggy_,"please check the upgrade factoid above"
71057.tsv,2009-10-26T18:58:00.000Z,bazhang,eggy_,"#ubuntu+1 for that"
146396.tsv,2008-05-18T20:00:00.000Z,bazhang,bobesponja,"final will be soon (this version)"
146019.tsv,2008-01-20T18:58:00.000Z,bazhang,rufus,"not really the right channel for that"
