dialogueID,date,from,to,text
224753.tsv,2008-11-09T19:24:00.000Z,jrib,Peter_Swinkels1,"set the proper gid mount option in fstab"
224063.tsv,2010-01-24T18:16:00.000Z,jrib,newton_,"what does 'extra' mean to you?"
225617.tsv,2008-09-02T17:27:00.000Z,jrib,nnnulll,"that doesn't really make sense.  If you just want an alias.  It's alias foo='bar'"
226280.tsv,2007-07-16T05:08:00.000Z,jrib,Sharpshooter,"2 is the default runlevel and runlevels 2-5 are identical by default"
226280.tsv,2007-07-16T05:09:00.000Z,jrib,Sharpshooter,"why?"
110295.tsv,2008-05-28T06:00:00.000Z,jrib,yotsu_box,"use System -> Administration -> Hardware Drivers"
224579.tsv,2009-11-04T02:13:00.000Z,jrib,Guest86020,"try #bash for help scripting in bash"
224681.tsv,2011-01-14T13:58:00.000Z,jrib,Guest46857,"well you can edit code with the text editor and some text editors might offer some convenience menu to build/run it"
225030.tsv,2007-08-14T16:34:00.000Z,jrib,Ubuntuuser34,"compiz and beryl have joined to become compiz-fusion"
224897.tsv,2007-04-12T16:37:00.000Z,jrib,Lightness1024,"no, there are many, this is freenode"
224626.tsv,2008-12-03T08:33:00.000Z,jrib,ircdcl,"#emacs"
93389.tsv,2008-11-03T03:27:00.000Z,jrib,temppy,"my script was broken and was too lazy to copy his ip, was hoping he would stop :/"
188015.tsv,2008-09-06T06:02:00.000Z,jrib,cn28h,"have you enabled the medibuntu repository?"
226236.tsv,2011-10-14T02:36:00.000Z,jrib,joe040288,"yes, you cannot skip releases.  Also, -d is not necessary"
224259.tsv,2010-10-10T18:06:00.000Z,jrib,[cdr],"just run regular updates"
224259.tsv,2010-10-10T18:07:00.000Z,jrib,[cdr],"yes"
224798.tsv,2009-07-30T23:11:00.000Z,jrib,NewHandFromCN,"if you open that dialog, you should see an 'install' button"
225589.tsv,2008-06-07T00:15:00.000Z,jrib,andrew,"this channel is for ubuntu support, people will help you in #ubuntu-offtopic if they know the answer.  You probably have a better chance on the forums though, as they have their own section they monitor"
209594.tsv,2012-10-17T01:32:00.000Z,jrib,chaos_,"please stay on-topic and mind your language"
225889.tsv,2008-08-26T19:23:00.000Z,jrib,Kurt,"'sudo -i' is preferred if you need a root shell"
225889.tsv,2008-08-26T19:25:00.000Z,jrib,Kurt,"sudo -i is equivalent to su -"
224759.tsv,2010-04-08T01:49:00.000Z,jrib,decoder,"#ubuntu-bugs"
211656.tsv,2006-08-30T15:16:00.000Z,jrib,GomezDen,"system > administration > login window, you can change the color there"
211656.tsv,2006-08-30T15:17:00.000Z,jrib,GomezDen,"there is also gnome-splashscreen-manager in the repositories for your previous question.  It's easier than editing gconf"
21325.tsv,2011-02-25T04:38:00.000Z,jrib,hack-1,"http://www.playonlinux.com/en/download.html gives you their instructions for grabbing their gpg key.  However, I have no idea if playonlinux is a good repository or not; use at your own risk"
225213.tsv,2011-04-29T17:28:00.000Z,jrib,nevvermind1,"if you really mean everything when you say 'everything', then it's time to reinstall"
225213.tsv,2011-04-29T17:29:00.000Z,jrib,nevvermind1,"and don't « sudo su root ».  If you really need a root shell, use « sudo -i »"
60973.tsv,2009-11-10T18:27:00.000Z,jrib,ebtek220,"wicd-client  iirc"
226256.tsv,2009-06-23T14:02:00.000Z,jrib,denny,"that's up to the application itself to implement"
225481.tsv,2010-03-14T23:29:00.000Z,jrib,Leonard,"depends on the software... but you probably want to run ./configure again with your new options before you run make"
224525.tsv,2009-08-16T18:22:00.000Z,jrib,GuidMorrow,"yeah :("
224525.tsv,2009-08-19T02:46:00.000Z,jrib,GuidMorrow,"see the 'clean' and 'autoclean' sections of « man apt-get »"
224124.tsv,2007-10-29T03:47:00.000Z,jrib,Geekomancer1,"#amarok or here if it is ubuntu related"
170231.tsv,2007-04-21T12:52:00.000Z,jrib,ch40s,"try the alternate cd then, it won't require X to install (and file a bug if one doesn't exist)"
226144.tsv,2007-04-19T09:33:00.000Z,jrib,maxb_,"not that I know of, except for the source code itself (it's python)"
224478.tsv,2009-03-28T16:21:00.000Z,jrib,unik_,"check to see if file.tar exists now...  In any case why don't you just double click on the file?"
224478.tsv,2009-03-28T16:23:00.000Z,jrib,unik_,"well then the command is still working"
226054.tsv,2007-12-16T11:25:00.000Z,jrib,Montoya,"well, for old releases you want http://old-releases.ubuntu.com/releases/"
225180.tsv,2007-03-02T06:08:00.000Z,jrib,bjames,"##c++  may be more appropriate on irc"
225050.tsv,2010-02-17T02:31:00.000Z,jrib,Gregory_,"with wubi"
225033.tsv,2011-02-13T01:30:00.000Z,jrib,chriss_,"pastebin your fstab"
42113.tsv,2010-09-26T00:26:00.000Z,jrib,Hund,"why?"
225239.tsv,2008-01-14T08:13:00.000Z,jrib,latinoguy,"/join #ubuntu-es"
224311.tsv,2008-01-24T21:15:00.000Z,jrib,jorje_villafan,"it is your user's password"
224796.tsv,2009-10-29T05:57:00.000Z,jrib,co_music,"naomi: stop"
225730.tsv,2007-04-21T06:22:00.000Z,jrib,cellojoe,"/etc/apt/sources.list~"
225730.tsv,2007-04-21T06:22:00.000Z,jrib,cellojoe,"/etc/apt/sources.list"
81473.tsv,2009-02-15T01:12:00.000Z,jrib,failers^,"mine is 600"
225341.tsv,2009-03-06T04:02:00.000Z,jrib,davidstri,"if you're more specific maybe..."
19293.tsv,2011-04-07T16:14:00.000Z,jrib,Memphizzz,"~/.gvfs"
225571.tsv,2011-01-08T18:46:00.000Z,jrib,AivarasKivilius,"you need to rephrase your question.  I can't understand it"
5206.tsv,2012-03-22T23:21:00.000Z,jrib,crazydiamond__,"greps for words other than 'grep'"
166193.tsv,2007-05-13T08:48:00.000Z,jrib,jaevel1,"you want to install flash player?"
226178.tsv,2009-05-29T16:32:00.000Z,jrib,jony123,"#bash"
224847.tsv,2011-08-25T14:07:00.000Z,jrib,phrip,"define 'everything'"
224847.tsv,2011-08-25T14:08:00.000Z,jrib,phrip,"ah I see what you mean now"
225797.tsv,2012-04-22T14:44:00.000Z,jrib,fl1bbl3,"keep in mind ubuntu now uses upstart for a lot of init scripts"
224861.tsv,2009-01-12T18:59:00.000Z,jrib,emilio,"no need for antivirus on a desktop machine"
224861.tsv,2009-01-12T19:00:00.000Z,jrib,emilio,"it's the same"
207264.tsv,2010-07-26T16:59:00.000Z,jrib,Database,"#ubuntu-server, but you can ask here too"
226300.tsv,2007-09-19T08:13:00.000Z,jrib,untwisted,"so you don't want them to have to install anything from the repositories?  why?"
21098.tsv,2011-03-03T18:12:00.000Z,jrib,fadax,"I have no idea if that discusses your card, but start there"
224672.tsv,2010-05-08T19:38:00.000Z,jrib,KRiMoRaL,"we can see read what you type, yes"
224986.tsv,2009-08-05T01:37:00.000Z,jrib,Drained,"that page expalins how to install the driver manually (though I admit it's not right at the start).  Hopefully you read about the preferred method to install nvidia drivers before installing things manually though."
225489.tsv,2010-09-30T15:00:00.000Z,jrib,Sprockets2000,"##windows can help you reinstall the windows mbr"
224102.tsv,2008-09-20T18:37:00.000Z,jrib,Nootjes,"apt-cache search gnutls"
225018.tsv,2007-10-26T04:24:00.000Z,jrib,anonymous_,"you need to create it"
170194.tsv,2007-04-21T12:50:00.000Z,jrib,joseaa__,"aptitude installs recommended packages by default and also keeps track of dependencies that get installed with apcakges"
226433.tsv,2009-06-18T20:56:00.000Z,jrib,sedontane|2,"there is no such thing as 8.1"
125986.tsv,2008-02-04T10:47:00.000Z,jrib,nan,"because you are spamming the channel"
125986.tsv,2008-02-04T10:49:00.000Z,jrib,jtmitchum,"I'm not telling him to stop helping you, I'm telling him to stop repeating things that are pointless like 'name | fsck' three times in a row"
224928.tsv,2009-10-16T17:41:00.000Z,jrib,Mehedi,"/join #ubuntu-offtopic"
225842.tsv,2009-07-12T16:16:00.000Z,jrib,T3Roar,"restart nautilus"
225537.tsv,2006-12-06T12:09:00.000Z,jrib,vcef,"that may be too much, but it should tell you what you want"
226099.tsv,2006-12-02T07:31:00.000Z,jrib,davor,"chown -R"
163729.tsv,2007-07-18T14:40:00.000Z,jrib,nan,"!root > Allex (see the private message from ubotu)"
163729.tsv,2007-07-18T14:41:00.000Z,jrib,Allex,"my message just instructs ubotu to send you some information.  You should have a private message from ubotu.  Do you see it?"
224542.tsv,2009-05-06T04:52:00.000Z,jrib,Deadpool,"please don't say that even as a joke here"
38829.tsv,2010-05-10T04:59:00.000Z,jrib,Irok,"what does 'continuous' mean in this context?"
1349.tsv,2012-09-12T21:31:00.000Z,jrib,snoop-li0n,"that's not welcomed here"
224104.tsv,2007-09-18T06:23:00.000Z,jrib,jernster,"if all else fails, you can import the pdf into gimp and draw on it"
181260.tsv,2009-01-16T19:24:00.000Z,jrib,Blaise,"google cache"
225324.tsv,2007-07-31T12:40:00.000Z,jrib,series,"use the restricted drivers manager, don't download from the website"
224645.tsv,2011-08-10T13:46:00.000Z,jrib,JakeR003,"best to just ask the channel your actual question (on a single line)"
226085.tsv,2006-12-09T07:00:00.000Z,jrib,Jackbear,"no maintainer"
226085.tsv,2006-12-09T07:02:00.000Z,jrib,Jackbear,"yes, for the program.  That is what I have heard"
226071.tsv,2008-10-11T06:30:00.000Z,jrib,AkariChan,"2.  2-5 are identical by default"
226071.tsv,2008-11-13T06:44:00.000Z,jrib,AkariChan,"just ask one at a time"
225090.tsv,2008-11-09T17:56:00.000Z,jrib,artyg,"'regular debian drivers'?  What's wrong with the drivers ubuntu provides?"
116908.tsv,2008-08-27T03:24:00.000Z,jrib,kevarm,"/usr/bin/gedit"
221092.tsv,2006-06-26T16:00:00.000Z,jrib,Rhinox,"sudo dpkg-reconfigure xserver-xorg"
97479.tsv,2008-09-25T18:24:00.000Z,jrib,nan,"!ccsm > daniel_john"
97479.tsv,2008-09-25T18:26:00.000Z,jrib,daniel_john,"if you have enabled the cube in ccsm and are using the 'custom' setting for visual effects, then I believe you ctrl-alt-<drag mouse>"
224131.tsv,2007-03-14T16:30:00.000Z,jrib,Dacvak,"welcome, just ask your questions"
224131.tsv,2007-06-12T15:55:00.000Z,jrib,Dacvak,"are you keeping ubuntu and want to reinstall grub?"
224564.tsv,2011-12-07T02:46:00.000Z,jrib,ekinox,"please do that elsewhere :)"
225137.tsv,2007-09-19T16:28:00.000Z,jrib,Shadowfox001,"that's all you need to do"
225137.tsv,2007-09-19T16:30:00.000Z,jrib,Shadowfox001,"how did you install it?"
226157.tsv,2009-12-11T17:50:00.000Z,jrib,bigmack83_,"just being annoying"
224018.tsv,2007-01-23T07:01:00.000Z,jrib,vitriol,"well you could use ext3"
224305.tsv,2009-12-05T22:19:00.000Z,jrib,exploreralex1,"what do you actually want to accomplish?"
224305.tsv,2009-12-05T22:21:00.000Z,jrib,exploreralex1,"read sun's documentation.  You can cd to the directory containing the file and run ./name_of_file.bin"
224744.tsv,2010-01-06T03:05:00.000Z,jrib,Krezlyn420,"not necessarily afaik"
226089.tsv,2009-08-06T20:18:00.000Z,jrib,linuxdude,"why though?"
224789.tsv,2007-07-24T12:44:00.000Z,jrib,Maximander,"please don't discuss it here"
225421.tsv,2008-10-28T05:15:00.000Z,jrib,dorobo18jp,"install that package"
225421.tsv,2008-10-28T05:16:00.000Z,jrib,dorobo18jp,"same way you install any other software on ubuntu.  Use one of the frontends to APT like Add/Remove or Synaptic"
142751.tsv,2007-10-21T23:03:00.000Z,jrib,nan,"!restricted > joanki"
142751.tsv,2007-10-21T23:04:00.000Z,jrib,joanki,"read the private message from ubotu"
224286.tsv,2008-10-10T04:35:00.000Z,jrib,Sn007ake,"why did you drop the './' :)"
224286.tsv,2008-10-10T04:35:00.000Z,jrib,Sn007ake,"you missed what I said.  You need the './'"
226335.tsv,2012-01-17T06:52:00.000Z,jrib,sidney_,"yes, that means there's no package available named 'fallback'"
226335.tsv,2012-10-10T18:53:00.000Z,jrib,sidney_,"try ~/Downloads"
225490.tsv,2007-09-18T06:43:00.000Z,jrib,brasileiro-gauch,"I would file bugs against the window manager"
192549.tsv,2007-04-28T07:43:00.000Z,jrib,IMYojimbo,"http://www.gimp.org/tutorials/Basic_Batch/ but I would recommend imagemagick as well"
91407.tsv,2008-11-18T17:33:00.000Z,jrib,|Chrizz|,"install sun-java6-plugin"
37347.tsv,2010-09-27T02:28:00.000Z,jrib,Daniel,"help history"
226186.tsv,2010-02-06T01:37:00.000Z,jrib,ivansmo,"in a default ubuntu install, PrintScreen will display a prompt, not copy to your clipboard"
224943.tsv,2010-09-14T04:21:00.000Z,jrib,_Neytiri_,"what app?"
224943.tsv,2010-09-14T04:21:00.000Z,jrib,_Neytiri_,"pick your favorite window manager and install it I guess..."
225761.tsv,2007-03-29T09:16:00.000Z,jrib,Jan22,"alf-f1"
225003.tsv,2012-05-12T03:03:00.000Z,jrib,night_shades,"sudo apt-get remove PACKAGE"
225003.tsv,2012-05-12T03:03:00.000Z,jrib,night_shades,"what you said is incorrect"
226112.tsv,2009-02-18T07:25:00.000Z,jrib,kleanchap,"click on the red triangle in the notification area"
225068.tsv,2007-01-18T13:45:00.000Z,jrib,lotacus,"you need libsdl1.2-dev"
225068.tsv,2007-01-18T13:46:00.000Z,jrib,lotacus,"what does it say?"
176087.tsv,2007-03-22T15:18:00.000Z,jrib,Drac|Bcomp,"grep needle /haystack"
224517.tsv,2007-03-26T05:42:00.000Z,jrib,freshmeat,"help.ubuntu.com starter guide"
225161.tsv,2006-07-07T16:40:00.000Z,jrib,neuron_,"istanbul lets you record to .ogg"
118042.tsv,2008-04-07T00:57:00.000Z,jrib,BrainBug,"sure"
163033.tsv,2007-06-12T05:49:00.000Z,jrib,nan,"!es | venom"
163033.tsv,2007-06-12T05:50:00.000Z,jrib,nan,"!offtopic | Pirolocito"
225208.tsv,2009-01-05T01:15:00.000Z,jrib,Wyhiwyl,"not ls, no.  Use 'stat'"
225072.tsv,2007-06-07T05:44:00.000Z,jrib,korzec,"can you describe what that command does?"
175690.tsv,2007-03-25T08:59:00.000Z,jrib,SirOsisOfTheLive,"no, use sudo to open your editor.  User gksudo  if it is a gui app"
60426.tsv,2011-02-22T00:28:00.000Z,jrib,intel352,"enable backports and check.  Or use packages.ubuntu.com"
224657.tsv,2008-11-02T03:26:00.000Z,jrib,blue_mushroom,"uname -m"
225916.tsv,2009-01-10T17:29:00.000Z,jrib,marmuta,"dpkg -S $(which ps)"
209773.tsv,2006-09-29T07:38:00.000Z,jrib,HetaUma,"kubuntu-desktop"
23674.tsv,2011-09-02T15:15:00.000Z,jrib,nan,"!ot | sami"
23674.tsv,2011-09-02T15:17:00.000Z,jrib,A_J,"don't know.  Try running from a terminal and looking for output"
225754.tsv,2010-05-09T20:17:00.000Z,jrib,halvors,"you need to apply for membership, that page describes the process"
225754.tsv,2010-05-09T20:22:00.000Z,jrib,halvors,"why are you ignoring the link ubottu gave you?  It links you to the wiki page with detailed instructions"
226453.tsv,2006-08-30T08:12:00.000Z,jrib,wheelswitch,"#ubuntu-offtopic is better suited for that"
225748.tsv,2011-10-28T15:18:00.000Z,jrib,zimnyx,"you want it in a web browser?  why?"
225523.tsv,2007-06-13T16:40:00.000Z,jrib,ik,"you use chmod/chown as usual"
224627.tsv,2007-01-05T06:54:00.000Z,jrib,BlenderKitty,"yes"
224444.tsv,2010-01-09T19:37:00.000Z,jrib,ver,"heh"
225375.tsv,2006-09-29T06:19:00.000Z,jrib,pwk,"system > help  (or help.ubuntu.com)"
225375.tsv,2006-09-29T06:25:00.000Z,jrib,pwk,"you will run ubuntu fine"
226127.tsv,2007-12-17T00:16:00.000Z,jrib,Drixx,"don't use beryl"
224857.tsv,2008-03-08T02:26:00.000Z,jrib,crazyrk,"it's better to give more details as to what your problem is.  We can't know whether or not we can help you otherwise"
188337.tsv,2008-09-30T16:06:00.000Z,jrib,eshat,"644 root:root"
224169.tsv,2012-09-20T18:47:00.000Z,jrib,mnice,"use packages.ubuntu.com and please be polite, or that yeah :)"
224526.tsv,2011-10-20T19:42:00.000Z,jrib,ding,"that wiki page should point you to special repositories for eol releases"
225305.tsv,2007-07-04T09:26:00.000Z,jrib,Busata,"#ubuntu-offtopic"
225683.tsv,2009-02-04T07:07:00.000Z,jrib,I-I4x0r,"that's offtopic here"
224528.tsv,2007-06-08T06:22:00.000Z,jrib,K2,"that's info about  the ppc version, but I can't say anything about the mac mini in particular"
225567.tsv,2008-09-30T15:52:00.000Z,jrib,kenalex_,"you'll miss some things.  There's no sun java plugin (you can use the free version with icedtea).  There's also no w32codecs, so I've had at least a couple of movies where I've had to run mplayer in a chroot to hear sound"
225567.tsv,2008-09-30T16:13:00.000Z,jrib,kenalex_,"that's the hasslest-free way"
224736.tsv,2008-09-14T17:53:00.000Z,jrib,Martiini,"google ip geolocation (and ask these questions in #ubuntu-offtopic next time)"
124098.tsv,2009-10-07T05:26:00.000Z,jrib,ricardoromao,"#ubuntu+1 for help with karmic"
224193.tsv,2006-10-14T10:31:00.000Z,jrib,holy_cow,"ghost"
225963.tsv,2008-01-26T04:45:00.000Z,jrib,h-town,"that's how we all prefer it, don't worry"
224420.tsv,2007-09-29T10:16:00.000Z,jrib,keeks,"the installer should format the partition"
224420.tsv,2007-09-29T10:17:00.000Z,jrib,keeks,"it's a wizard type program, you just follow the directions.  It will be obvious"
224981.tsv,2009-11-08T02:07:00.000Z,jrib,mac,"hi, do you have an ubuntu-related support question we can help you with?"
224361.tsv,2010-09-19T01:50:00.000Z,jrib,rope,"nothing really special to do afaik, just make make sure you install it"
224112.tsv,2009-09-27T21:27:00.000Z,jrib,Dishtroyer,"difference between 'want' and 'can'"
224406.tsv,2008-10-16T05:47:00.000Z,jrib,darkhamm,"no"
225155.tsv,2008-03-30T09:12:00.000Z,jrib,Djmack,"xchat"
224527.tsv,2010-02-07T23:00:00.000Z,jrib,SirRedTooth,"#ubuntuforums"
224480.tsv,2006-10-23T07:48:00.000Z,jrib,_ian_,"system > preferences > sessions"
226425.tsv,2010-07-26T17:02:00.000Z,jrib,liamsmithuk,"I guess you wanted to direct that to sannn"
226425.tsv,2010-09-04T23:53:00.000Z,jrib,liamsmithuk,"apparently it's replaced by gecko-mediaplayer ?"
118643.tsv,2008-06-21T20:33:00.000Z,jrib,lopin,"mousepad ?"
224246.tsv,2010-06-06T04:47:00.000Z,jrib,isam_,"how much ram do you have?"
224246.tsv,2010-06-06T04:47:00.000Z,jrib,isam_,"you can use 64bit if you want, but you won't really get much out of it.  If you plan on upgrading your ram later, definitely go with 64bit"
225727.tsv,2010-05-01T09:27:00.000Z,jrib,caldwell_,"best to just ask the channel your actual question (on a single line)"
225727.tsv,2010-05-01T10:02:00.000Z,jrib,caldwell_,"be less vague... more specific... and address the person you are speaking to directly please"
12750.tsv,2012-01-17T17:05:00.000Z,jrib,html,"you're trying to install 11.10 server edition?"
224471.tsv,2008-01-13T04:57:00.000Z,jrib,maddog39,"what filesystem does the partition you are mounting use?"
105288.tsv,2009-01-25T04:01:00.000Z,jrib,superfirelord42,"why?"
225281.tsv,2012-03-23T20:37:00.000Z,jrib,ziyadb,"gpaint, tuxpaint, there are more"
226033.tsv,2007-02-23T07:56:00.000Z,jrib,helai,"it's usually best to just ask your question or state your problem"
123464.tsv,2008-03-09T23:19:00.000Z,jrib,nan,"!hardy | jester7"
123464.tsv,2008-03-09T23:20:00.000Z,jrib,jester7,"#ubuntu+1 for hardy discussion"
224532.tsv,2009-09-04T05:51:00.000Z,jrib,sharef,"#bash"
224541.tsv,2010-02-14T20:24:00.000Z,jrib,hamzaatova2,"a single '?' is sufficient"
224541.tsv,2010-03-14T01:26:00.000Z,jrib,hamzaatova2,"no driver needed, just plug it in..."
224084.tsv,2010-11-06T04:28:00.000Z,jrib,Callum_Laptop,"replicate the behavior and file a bug"
225962.tsv,2007-04-19T14:53:00.000Z,jrib,Airforce5555,"for ubuntu? yes"
224130.tsv,2009-07-24T15:43:00.000Z,jrib,movela,"it's fine, but it would be a lot easier to use a virtualizer like virtualbox"
225040.tsv,2009-01-10T20:15:00.000Z,jrib,FloridaGuy33,"just ask your qusetion"
224735.tsv,2012-05-04T04:08:00.000Z,jrib,taxman,"a trap eh?"
224735.tsv,2012-05-04T16:38:00.000Z,jrib,taxman,"it's eol yes"
224694.tsv,2010-10-21T07:20:00.000Z,jrib,Mac102250,"that's normal, you don't see it"
188243.tsv,2008-05-30T18:13:00.000Z,jrib,Jessica,"I don't really want to help debug that but ddclient works fine for me with dyndns in case you can't sorte out the zoneedit issue"
18897.tsv,2011-05-06T06:09:00.000Z,jrib,LAcan,"look for ~/.ecryptfs as a hint"
225914.tsv,2010-10-21T02:46:00.000Z,jrib,mark7845,"is this an ubuntu question?"
225914.tsv,2010-10-21T02:47:00.000Z,jrib,mark7845,"anyway, #compiz is probably the best place for your question"
225637.tsv,2011-02-17T21:56:00.000Z,jrib,devilcode1,"best to just ask the channel your actual question (on a single line)"
225664.tsv,2008-09-14T04:42:00.000Z,jrib,darren_,"if you have run update-manager, then you are up to date"
226242.tsv,2008-11-20T17:23:00.000Z,jrib,at-,"best to just ask the channel your question.  If someone knows the answer, they will try to answer you"
225478.tsv,2008-05-12T00:09:00.000Z,jrib,Exittor_,"~/.mplayer/gui.conf"
225478.tsv,2008-05-12T00:10:00.000Z,jrib,Exittor_,"~ means /home/your_user_name"
225892.tsv,2008-10-19T03:11:00.000Z,jrib,iarwain1,"do not do that here."
193938.tsv,2006-12-07T07:21:00.000Z,jrib,J4kc1,"nope"
225328.tsv,2007-08-02T13:27:00.000Z,jrib,fubar6760,"gksudo gedit /etc/samba/smb.conf"
226204.tsv,2007-03-29T16:31:00.000Z,jrib,dimas,"just ask your question every 15 minutes or so, asking for 'someone to help' is counterproductive and will usually not get you someone to help"
226204.tsv,2007-03-29T16:56:00.000Z,jrib,dimas,"aplay /usr/share/sounds/startup3.wav"
224229.tsv,2007-10-21T03:08:00.000Z,jrib,don-o,"there is"
453.tsv,2012-11-14T01:06:00.000Z,jrib,ArcticLight,"you can also visit #ubuntu-bugs where they are basically dedicated to helping you file bugs"
225771.tsv,2006-12-07T07:06:00.000Z,jrib,nluh,"you could use the alternate cd"
225771.tsv,2006-12-07T07:06:00.000Z,jrib,nluh,"it is on the download page, let me know if you can't find it"
224226.tsv,2010-09-03T01:05:00.000Z,jrib,psilikon,"not for upstart atm"
224440.tsv,2012-05-09T18:26:00.000Z,jrib,rotti,"why?"
224440.tsv,2012-05-09T18:27:00.000Z,jrib,rotti,"/etc/rc.local is itself a path.  If you're sure there's no better way, you can edit it with: gksudo gedit /etc/rc.local"
225488.tsv,2009-07-16T00:58:00.000Z,jrib,kalaghan,"xdpyinfo will tell you"
100995.tsv,2008-10-11T06:36:00.000Z,jrib,R_YoYo_R,"shop.ubuntu.com might have one"
225411.tsv,2008-03-16T01:50:00.000Z,jrib,cliff_,"if you wait a month, you can upgrade from 6.06 to 8.04 directly.  Otherwise, you will have to upgrade 6.06 to 6.10, then to 7.04, and finally to 7.10"
1072.tsv,2012-10-04T18:48:00.000Z,jrib,morethananoise,"do you want a gui on the installed system? (i.e. do you just want to avoid gui for the installer?)"
48068.tsv,2010-04-09T21:39:00.000Z,jrib,pontus_nilsson,"pitivi, kino are two"
226106.tsv,2007-03-16T13:52:00.000Z,jrib,Michel,"in addition to the troubleshooting suggestions on that page, make sure you clear the cache in your browser"
32676.tsv,2010-08-25T04:14:00.000Z,jrib,nakhlawi,"in #ubuntu-arabic please"
226287.tsv,2008-04-17T18:40:00.000Z,jrib,Ted`,"don't advertise here"
226229.tsv,2011-03-17T00:00:00.000Z,jrib,bhauff,"apt-get upgrade will not move you up to the next release"
224663.tsv,2009-10-21T16:28:00.000Z,jrib,lastman,"it's a wiki, feel free to contribute!"
224663.tsv,2009-10-21T16:29:00.000Z,jrib,lastman,"we are volunteers here not the creators of everything ubuntu"
224822.tsv,2006-09-22T05:57:00.000Z,jrib,tinin,"sudo update-alternatives --config automake"
226159.tsv,2006-07-05T08:49:00.000Z,jrib,CatalinuX,"you need to enable multiverse"
225079.tsv,2011-04-09T03:49:00.000Z,jrib,ahmedhelal,"the format for the version numbers is YEAR.MONTH"
224952.tsv,2009-11-15T03:29:00.000Z,jrib,src04c_,"please do not do that"
224952.tsv,2009-11-15T03:30:00.000Z,jrib,src04c_,"I am calm"
225096.tsv,2007-12-19T03:44:00.000Z,jrib,cllboy,"best to just ask your question"
225613.tsv,2012-11-30T19:54:00.000Z,jrib,southern,"be more specific"
225613.tsv,2012-11-30T19:59:00.000Z,jrib,southern,"maybe host is behaving correctly?  Can you check what its documentation says it does?"
224120.tsv,2010-04-15T05:08:00.000Z,jrib,Lenin_Cat,"you want 'equivs' (I assume you know what you are doing)"
224666.tsv,2012-01-17T19:42:00.000Z,jrib,EchohcE,"what login manager are you using?"
225158.tsv,2011-02-25T20:42:00.000Z,jrib,armellagrace,"best to just ask the channel your actual question (on a single line)"
224548.tsv,2009-01-07T02:39:00.000Z,jrib,rito,"anywhere but downloading deb files manually should be a very rare thing"
224548.tsv,2009-01-07T06:07:00.000Z,jrib,rito,"stop"
67050.tsv,2009-11-04T01:34:00.000Z,jrib,nan,"!no | Milligan, Venin"
67050.tsv,2009-11-04T01:35:00.000Z,jrib,nan,"!who | Matilda"
225435.tsv,2007-01-27T07:38:00.000Z,jrib,Urthmover_,"afaik, you can't easily.  But you can make it smaller using gconf-editor"
126801.tsv,2008-05-29T01:19:00.000Z,jrib,nan,"!timebasedreleases > mohbana_ (read the private message from ubottu)"
126801.tsv,2008-05-29T01:20:00.000Z,jrib,nan,"!backports > mohbana_ (read the private message from ubottu)"
226319.tsv,2006-08-16T16:12:00.000Z,jrib,gotmilk,"just ask them, if we know we'll help you out"
226319.tsv,2006-08-16T16:27:00.000Z,jrib,gotmilk,"for vi commands?"
52292.tsv,2010-06-03T17:33:00.000Z,jrib,ariefbayu,"can apache access /home/username/wwwroot?"
225218.tsv,2007-07-24T06:08:00.000Z,jrib,Ahmed,"don't, see ubotu's instructions instead"
226116.tsv,2008-09-05T23:59:00.000Z,jrib,jmckinzie,"#ubuntu+1 for help with intrepid"
225936.tsv,2011-03-31T19:12:00.000Z,jrib,newbie01,"no"
225936.tsv,2011-04-11T16:20:00.000Z,jrib,newbie01,"the link tells you how to do that (/msg nickserv identify NICKNAME PASSWORD)"
225961.tsv,2011-09-16T14:29:00.000Z,jrib,Melgarath,"this network focuses mainly on software..."
226353.tsv,2009-07-25T15:27:00.000Z,jrib,maurizinho,"what language do you prefer?"
224137.tsv,2009-01-17T20:00:00.000Z,jrib,henry1,"echo FOO | sudo tee -a FILE"
32703.tsv,2010-09-17T15:55:00.000Z,jrib,iConfused,"he was discussing meta-support"
32703.tsv,2010-09-17T15:56:00.000Z,jrib,iConfused,"and now we're discussing his discussion of support :P"
224145.tsv,2012-09-26T18:47:00.000Z,jrib,nbf,"you probably just updated as a mirror was updating; try just switching to a new mirror and doing apt-get update again"
226181.tsv,2007-08-16T15:32:00.000Z,jrib,ThatGuy,"gparted is the nice gui way"
226044.tsv,2011-01-26T02:03:00.000Z,jrib,rmfritz_,"no"
226068.tsv,2008-08-13T01:04:00.000Z,jrib,yeah5,"do not do that here"
224313.tsv,2007-01-05T15:49:00.000Z,jrib,apollo2011,"reboot and choose 'Recovery Mode' from the grub menu"
192593.tsv,2007-03-15T08:12:00.000Z,jrib,nan,"!fixres  | Andy___"
192593.tsv,2007-03-15T08:14:00.000Z,jrib,nan,"!xinerama | rizhun"
225768.tsv,2009-11-15T20:31:00.000Z,jrib,skfet,"dell can usually tell you that"
225169.tsv,2007-10-15T07:43:00.000Z,jrib,Hacim07,"'Play audio CD discs when inserted' didn't do the trick?"
225169.tsv,2007-10-15T07:44:00.000Z,jrib,Hacim07,"isn't that what you asked?"
